,Rank,School,Type,Grades,Address,City,Zip,District,Is Charter,Is Magnet,Is Virtual,Is Title I,Phone,Full_Address,Latitude,Longitude
244,245,Dwight Morrow High School/Academies@Englewood,Public,12-Sep,274 Knickerbocker Rd,Englewood,7631,Englewood Public School District,No,(n/a),No,Yes,(201) 862-6039,"274 Knickerbocker Rd, Englewood, NJ 07631",40.9073806,-73.9832784
245,246,Colonia High School,Public,12-Sep,East Street,Colonia,7067,Woodbridge Township School District,No,(n/a),No,No,(732) 726-7060,"East Street, Colonia, NJ 07067",40.5964971,-74.319605
246,247,Howell High School,Public,12-Sep,405 Squankum Yellowbrook Road,Farmingdale,7727,Freehold Regional High School District,No,(n/a),No,No,(732) 919-2131,"405 Squankum Yellowbrook Road, Farmingdale, NJ 07727",40.1862284,-74.1790427
247,248,Wallkill Valley Regional High School,Public,12-Sep,10 Grumm Road,Hamburg,7419,Wallkill Valley Regional High School,No,(n/a),No,Yes,(973) 827-4100,"10 Grumm Road, Hamburg, NJ 07419",41.154101,-74.590924
248,249,Cedar Creek High School,Public,12-Sep,1701 New York Ave.,Egg Harbor City,8215,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 593-3560,"1701 New York Ave., Egg Harbor City, NJ 08215",39.5517617,-74.6280383
249,250,Highland Regional High School,Public,12-Sep,450 Erial Road,Blackwood,8012,Black Horse Pike Regional School District,No,(n/a),No,Yes,(609) 227-4100,"450 Erial Road, Blackwood, NJ 08012",39.801545,-75.04910199999999
250,251,Weehawken High School,Public,12-Jul,53 Liberty Place,Weehawken,7086,Weehawken Public School District,No,(n/a),No,Yes,(201) 422-6130,"53 Liberty Place, Weehawken, NJ 07086",40.7738908,-74.0179416
251,252,Cliffside Park High School,Public,12-Sep,64 Riverview Avenue,Cliffside Park,7010,Cliffside Park School District,No,(n/a),No,Yes,(201) 313-2370,"64 Riverview Avenue, Cliffside Park, NJ 07010",40.82152749999999,-73.98669679999999
252,253,Palmyra High School,Public,12-Jul,5th & Weart Boulevard,Palmyra,8065,Palmyra Public School District,No,(n/a),No,Yes,(856) 786-9400,"5th & Weart Boulevard, Palmyra, NJ 08065",36.8820451,-94.8783414
253,254,Passaic Arts and Science Charter School,"Public, Charter, Alternative",K-12,7 St. Francis Way,Passaic,7055,Passaic Arts and Science Charter School,Yes,(n/a),No,Yes,(201) 773-9140,"7 St. Francis Way, Passaic, NJ 07055",40.8590314,-74.123216
254,255,Camden County Technical School-GTC,Public,12-Sep,343 Berlin Cross Keys Road,Sicklerville,8081,Camden County Technical School District,No,(n/a),No,Yes,(856) 767-7000,"343 Berlin Cross Keys Road, Sicklerville, NJ 08081",39.765079,-74.975851
255,256,Delsea Regional High School,Public,12-Sep,242 Fries Mill Rd,Franklinville,8322,Delsea Regional High School District,No,(n/a),No,Yes,(856) 694-0100,"242 Fries Mill Rd, Franklinville, NJ 08322",39.6083488,-75.0653126
256,257,Essex County West Caldwell Technical,Public,12-Sep,620 Passaic Ave,West Caldwell,7006,Essex County Vocational Technical Schools,No,(n/a),No,Yes,(973) 412-2205,"620 Passaic Ave, West Caldwell, NJ 07006",40.8530822,-74.29257059999999
257,258,Burlington Township High School,Public,12-Sep,610 Fountain Avenue,Burlington,8016,Burlington Township School District,No,(n/a),No,Yes,(609) 387-1713,"610 Fountain Avenue, Burlington, NJ 08016",40.0641382,-74.83535959999999
258,259,Cicely L. Tyson Community Middle/High School,Public,12-Jun,35 Winans Street,East Orange,7017,East Orange School District,No,(n/a),No,Yes,(973) 414-8600,"35 Winans Street, East Orange, NJ 07017",40.764012,-74.210664
259,260,Cherry Hill High School West,Public,12-Sep,2101 Chapel Ave.,Cherry Hill,8034,Cherry Hill School District,No,(n/a),No,Yes,(856) 663-8006,"2101 Chapel Ave., Cherry Hill, NJ 08034",39.9296442,-75.0200399
260,261,North Brunswick Township High School,Public,12-Sep,98 Raider Road,North Brunswick,8902,North Brunswick Township School District,No,(n/a),No,No,(732) 289-3702,"98 Raider Road, North Brunswick, NJ 08902",40.45292999999999,-74.4692317
261,262,Washington Township High School,Public,12-Sep,519 Hurffville Crosskeys Rd,Sewell,8080,Washington Township School District,No,(n/a),No,No,(856) 589-8500,"519 Hurffville Crosskeys Rd, Sewell, NJ 08080",39.7421989,-75.0767266
262,263,Barnegat High School,Public,12-Sep,180 Bengal Blvd,Barnegat,8005,Barnegat Township School District,No,(n/a),No,No,(609) 660-7510,"180 Bengal Blvd, Barnegat, NJ 08005",39.7729881,-74.2346316
263,264,Clifton High School,Public,12-Sep,333 Colfax Avenue,Clifton,7013,Clifton Public School District,No,(n/a),No,No,(973) 470-2312,"333 Colfax Avenue, Clifton, NJ 07013",40.8696445,-74.1633561
264,265,Innovation High School,Public,12-Sep,239 Bergen Avenue,Jersey City,7305,Jersey City Public Schools,No,(n/a),No,Yes,(201) 915-1504,"239 Bergen Avenue, Jersey City, NJ 07305",40.71039409999999,-74.0846276
265,266,Memorial Senior High School,Public,12-Sep,375 River Dr,Elmwood Park,7407,Elmwood Park School District,No,(n/a),No,No,(201) 796-8700,"375 River Dr, Elmwood Park, NJ 07407",40.9095873,-74.1295931
266,267,Lacey Township High School,Public,12-Sep,73 Haines Street,Lanoka Harbor,8734,Lacey Township School District,No,(n/a),No,No,(609) 971-2020,"73 Haines Street, Lanoka Harbor, NJ 08734",39.8606743,-74.19486409999999
267,268,Central Regional High School,Public,12-Sep,509 Forest Hills Parkway,Bayville,8721,Central Regional School District,No,(n/a),No,Yes,(732) 269-1100,"509 Forest Hills Parkway, Bayville, NJ 08721",39.8894224,-74.2105845
268,269,Sayreville War Memorial High School,Public,12-Sep,820 Washington Road,Parlin,8859,Sayreville School District,No,(n/a),No,No,(732) 525-5252,"820 Washington Road, Parlin, NJ 08859",40.4630356,-74.3172733
269,270,Belleville High School,Public,12-Sep,100 Passaic Ave,Belleville,7109,Belleville Public Schools,No,(n/a),No,Yes,(973) 532-5012,"100 Passaic Ave, Belleville, NJ 07109",40.8029973,-74.161613
270,271,Middletown High School North,Public,12-Sep,63 Tindall Road,Middletown,7748,Middletown Township Public School District,No,(n/a),No,Yes,(732) 706-6061,"63 Tindall Road, Middletown, NJ 07748",40.4023311,-74.0975797
271,272,Hamilton East - Steinert,Public,12-Sep,2900 Klockner Road,Hamilton,8690,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4150,"2900 Klockner Road, Hamilton, NJ 08690",40.2162325,-74.6618173
272,273,Middlesex County Vocational School Perth Amboy,Public,12-Sep,457 High Street,Perth Amboy,8861,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 376-6300,"457 High Street, Perth Amboy, NJ 08861",40.5141188,-74.2628199
273,274,Jackson Liberty High School,Public,12-Sep,125 North Hope Chapel Road,Jackson,8527,Jackson Township School District,No,(n/a),No,No,(732) 833-4700,"125 North Hope Chapel Road, Jackson, NJ 08527",40.0893078,-74.2614617
274,275,Manchester Township High School,Public,12-Sep,101 S Colonial Dr,Manchester,8759,Manchester Township School District,No,(n/a),No,No,(732) 657-2121,"101 S Colonial Dr, Manchester, NJ 08759",40.0055734,-74.3101712
275,276,Dunellen High School,Public,12-Sep,411 First Street,Dunellen,8812,Dunellen Public School District,No,(n/a),No,Yes,(732) 968-0885,"411 First Street, Dunellen, NJ 08812",40.5922364,-74.4680411
276,277,Palisades Park Junior-Senior High School,Public,12-Jul,Veterans Plaza,Palisades Park,7650,Palisades Park School District,No,(n/a),No,Yes,(201) 941-1100,"Veterans Plaza, Palisades Park, NJ 07650",40.8387582,-73.9938533
277,278,TEAM Academy Charter School,"Public, Charter, Alternative",K-12,60 Park Place,Newark,7102,TEAM Academy Charter School,Yes,(n/a),No,Yes,(973) 622-0905,"60 Park Place, Newark, NJ 07102",40.7382754,-74.1689062
278,279,Toms River High School South,Public,12-Sep,55 Hyers Street,Toms River,8753,Toms River Regional School District,No,(n/a),No,No,(732) 505-5738,"55 Hyers Street, Toms River, NJ 08753",39.955879,-74.195262
279,280,Burlington County Institute of Technology - Medford,Public,12-Sep,10 Hawkin Road,Medford,8055,Burlington County Institute of Technology School District,No,(n/a),No,Yes,(609) 654-0200,"10 Hawkin Road, Medford, NJ 08055",39.8943912,-74.80266859999999
280,281,Winslow Township High School,Public,12-Sep,10 Cooper Folly Road,Atco,8004,Winslow Township School District,No,(n/a),No,Yes,(856) 767-1850,"10 Cooper Folly Road, Atco, NJ 08004",39.7454119,-74.9070824
281,282,Oakcrest High School,Public,12-Sep,1824 Dr Dennis Foreman Drive,Mays Landing,8330,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 909-2600,"1824 Dr Dennis Foreman Drive, Mays Landing, NJ 08330",39.4547918,-74.67554369999999
282,283,Union County TEAMS Charter School,"Public, Charter, Alternative",K-12,515 517 West Fourth Street,Plainfield,7060,Union County TEAMS Charter School-High School/College LA,Yes,(n/a),No,Yes,(908) 754-9043,"515 517 West Fourth Street, Plainfield, NJ 07060",40.6119038,-74.42586770000001
283,284,Wallington Junior Senior High School,Public,12-Jul,234 Main Ave,Wallington,7057,Wallington Boro School District,No,(n/a),No,No,(973) 777-0808,"234 Main Ave, Wallington, NJ 07057",40.8549136,-74.10683639999999
284,285,Bordentown Regional High School,Public,12-Sep,318 Ward Ave,Bordentown,8505,Bordentown Regional School District,No,(n/a),No,No,(609) 298-0025,"318 Ward Ave, Bordentown, NJ 08505",40.1543033,-74.68402669999999
285,286,South River High School,Public,12-Sep,11 Montgomery Street,South River,8882,South River Public School District,No,(n/a),No,Yes,(732) 613-4014,"11 Montgomery Street, South River, NJ 08882",40.4395491,-74.38046489999999
286,287,North Arlington High School,Public,12-Sep,222 Ridge Road,North Arlington,7031,North Arlington School District,No,(n/a),No,No,(201) 991-6800,"222 Ridge Road, North Arlington, NJ 07031",40.7890856,-74.1323458
287,288,Florence Township Memorial High School,Public,12-Sep,1050 Cedar Lane,Burlington,8016,Florence Township School District,No,(n/a),No,Yes,(609) 499-4620,"1050 Cedar Lane, Burlington, NJ 08016",40.093616,-74.79347190000001
288,289,Burlington County Institute of Technology - Westampton,Public,12-Sep,695 Woodlane Road,Westampton,8060,Burlington County Institute of Technology School District,No,(n/a),No,Yes,(609) 267-4226,"695 Woodlane Road, Westampton, NJ 08060",40.0181596,-74.8232872
289,290,West Orange High School,Public,12-Sep,51 Conforti Ave,West Orange,7052,West Orange Public Schools,No,(n/a),No,No,(973) 669-5301,"51 Conforti Ave, West Orange, NJ 07052",40.8066775,-74.26020679999999
290,291,Henry P. Becton Regional High School,Public,12-Sep,120 Paterson Avenue,East Rutherford,7073,Carlstadt-East Rutherford Regional High School District,No,(n/a),No,Yes,(201) 935-3007,"120 Paterson Avenue, East Rutherford, NJ 07073",40.8322214,-74.0929792
291,292,Glassboro High School,Public,12-Sep,560 Joseph L Bowe Blvd,Glassboro,8028,Glassboro School District,No,(n/a),No,Yes,(856) 652-2700,"560 Joseph L Bowe Blvd, Glassboro, NJ 08028",39.715868,-75.121398
292,293,Arts High School,Public,12-Jul,550 M L King Blvd,Newark,7102,Newark Public School District,No,(n/a),No,Yes,(973) 733-7391,"550 M L King Blvd, Newark, NJ 07102",40.7340495,-74.1800976
293,294,Long Branch High School,Public,12-Sep,404 Indiana Avenue,Long Branch,7740,LONG BRANCH PUBLIC SCHOOL District,No,(n/a),No,Yes,(732) 229-7300,"404 Indiana Avenue, Long Branch, NJ 07740",40.2902774,-73.9901132
294,295,Hoboken Charter School,"Public, Charter, Alternative",K-12,713 Washington St,Hoboken,7030,Hoboken Charter School,Yes,(n/a),No,Yes,(201) 963-0222,"713 Washington St, Hoboken, NJ 07030",40.7452277,-74.02815319999999
295,296,Middlesex County Vocational School East Brunswick,Public,12-Sep,112 Rues Lane,East Brunswick,8816,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 254-8700,"112 Rues Lane, East Brunswick, NJ 08816",40.4220816,-74.38601229999999
296,297,Gateway Regional High School,Public,12-Jul,775 Tanyard Rd,Woodbury Hts,8096,Gateway Regional School District,No,(n/a),No,Yes,(856) 848-8200,"775 Tanyard Rd, Woodbury Hts, NJ 08096",39.8174389,-75.1406849
297,298,Wildwood High School,Public,12-Sep,4300 Pacific Ave,Wildwood,8260,Wildwood City School District,No,(n/a),No,Yes,(609) 522-7922,"4300 Pacific Ave, Wildwood, NJ 08260",38.9857374,-74.8197327
298,299,North Plainfield Middle School,Public,12-Sep,34 Wilson Avenue,North Plainfield,7060,North Plainfield School District,No,(n/a),No,Yes,(908) 769-6040,"34 Wilson Avenue, North Plainfield, NJ 07060",40.62277,-74.438452
299,300,Hamilton North - Nottingham,Public,12-Sep,1055 Klockner Road,Hamilton,8619,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4161,"1055 Klockner Road, Hamilton, NJ 08619",40.2297455,-74.7092898
300,301,Perth Amboy High School,Public,12-Sep,300 Eagle Ave,Perth Amboy,8861,Perth Amboy Public School District,No,(n/a),No,Yes,(732) 376-6030,"300 Eagle Ave, Perth Amboy, NJ 08861",40.52365229999999,-74.2702924
301,302,Arthur P. Schalick High School,Public,12-Sep,718 Centerton Road,Pittsgrove,8318,Pittsgrove Township School District,No,(n/a),No,Yes,(856) 358-2054,"718 Centerton Road, Pittsgrove, NJ 08318",39.5288419,-75.1631113
302,303,Middle Township High School,Public,12-Sep,300 East Atlantic Avenue,Cape May Court House,8210,Middle Township Public School District,No,(n/a),No,Yes,(609) 465-1852,"300 East Atlantic Avenue, Cape May Court House, NJ 08210",39.0753845,-74.8193095
303,304,Maple Shade High School,Public,12-Jul,180 Frederick Ave,Maple Shade,8052,Maple Shade School District,No,(n/a),No,Yes,(856) 779-2880,"180 Frederick Ave, Maple Shade, NJ 08052",39.9477723,-75.006075
304,305,Overbrook Senior High School,Public,12-Sep,1200 Turnersville Road,Pine Hill,8021,Pine Hill School District,No,(n/a),No,Yes,(856) 767-8000,"1200 Turnersville Road, Pine Hill, NJ 08021",39.7778281,-74.9659929
305,306,Keyport High School,Public,12-Sep,351 Broad Street,Keyport,7735,Keyport School District,No,(n/a),No,Yes,(732) 212-6100,"351 Broad Street, Keyport, NJ 07735",40.42840899999999,-74.1961956
306,307,Buena Regional High School,Public,12-Sep,125 Weymouth Road,Buena,8310,Buena Regional School District,No,(n/a),No,Yes,(856) 697-2400,"125 Weymouth Road, Buena, NJ 08310",39.5363866,-74.9187764
307,308,Paterson Charter School for Science/Technology,"Public, Charter, Alternative",K-12,196 West Railway Avenue,Paterson,7503,Paterson Charter School for Science and Technology,Yes,(n/a),No,Yes,(973) 247-0600,"196 West Railway Avenue, Paterson, NJ 07503",40.8959184,-74.1550994
308,309,Middlesex County Vocational School Piscataway,Public,12-Sep,21 Suttons Lane,Piscataway,8854,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 985-0717,"21 Suttons Lane, Piscataway, NJ 08854",40.52491819999999,-74.4281013
309,310,Camden County Technical School-Pennsauken,Public,12-Sep,6008 Browning Road,Pennsauken,8109,Camden County Technical School District,No,(n/a),No,Yes,(856) 663-1040,"6008 Browning Road, Pennsauken, NJ 08109",39.9392068,-75.06689519999999
310,311,Dr. Charles E. Brimm Medical Arts High School,Public,12-Sep,1626 Copewood Street,Camden,8103,Camden City School District,No,(n/a),No,Yes,(856) 966-2500,"1626 Copewood Street, Camden, NJ 08103",39.9236995,-75.0953337
311,312,Woodbridge High School,Public,12-Sep,25 Samuel Lupo Place,Woodbridge,7095,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8600,"25 Samuel Lupo Place, Woodbridge, NJ 07095",40.5660641,-74.2870106
312,313,Burlington City High School,Public,12-Jul,100 Blue Devil WAy,Burlington,8016,Burlington City Public School District,No,(n/a),No,Yes,(609) 387-5800,"100 Blue Devil WAy, Burlington, NJ 08016",40.0701318,-74.85164189999999
313,314,Carteret High School,Public,12-Sep,199 Washington Avenue,Carteret,7008,Carteret Public School District,No,(n/a),No,Yes,(732) 541-8960,"199 Washington Avenue, Carteret, NJ 07008",40.58031,-74.22737860000001
314,315,Hamilton West-Watson,Public,12-Sep,2720 South Clinton Avenue,Hamilton,8610,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4168,"2720 South Clinton Avenue, Hamilton, NJ 08610",40.199059,-74.723361
315,316,Memorial High School,Public,12-Sep,5501 Park Ave,West New York,7093,West New York Board Of Education,No,(n/a),No,Yes,(201) 553-4110,"5501 Park Ave, West New York, NJ 07093",40.7834587,-74.0126605
316,317,Pennsville Memorial High School,Public,12-Sep,110 S Broadway,Pennsville,8070,Pennsville Public School District,No,(n/a),No,Yes,(856) 540-6200,"110 S Broadway, Pennsville, NJ 08070",39.6510907,-75.5178918
317,318,Cumberland Regional High School,Public,12-Sep,90 Silver Lake Road,Bridgeton,8302,Cumberland Regional School District,No,(n/a),No,Yes,(856) 451-9400,"90 Silver Lake Road, Bridgeton, NJ 08302",39.474169,-75.223569
318,319,The Barack Obama Green Charter High School,"Public, Charter",12-Sep,35 Watchung ave,Plainfield,7060,The Barack Obama Green Charter High School District,Yes,(n/a),No,Yes,(877) 643-4064,"35 Watchung ave, Plainfield, NJ 07060",40.6205342,-74.42327809999999
319,320,Orange High School,Public,12-Sep,400 Lincoln Ave,Orange,7050,Orange Board Of Education School District,No,(n/a),No,Yes,(973) 677-4050,"400 Lincoln Ave, Orange, NJ 07050",40.7658026,-74.2395074
320,321,Garfield High School,Public,12-Sep,500 Palisade Ave,Garfield,7026,Garfield Public School District,No,(n/a),No,Yes,(973) 340-5010,"500 Palisade Ave, Garfield, NJ 07026",40.8826883,-74.1125259
321,322,Hopatcong High School,Public,12-Sep,2A Windsor Ave,Hopatcong,7843,Hopatcong Borough School District,No,(n/a),No,No,(973) 398-8803,"2A Windsor Ave, Hopatcong, NJ 07843",40.9266352,-74.6708538
322,323,Harrison High School,Public,12-Sep,401 Kingsland Avenue,Harrison,7029,Harrison Public Schools,No,(n/a),No,Yes,(973) 482-5050,"401 Kingsland Avenue, Harrison, NJ 07029",40.7497787,-74.14766809999999
323,324,Pemberton Township High School,Public,12-Sep,148 Arneys Mount Road,Pemberton,8068,Pemberton Township School District,No,(n/a),No,Yes,(609) 893-8141,"148 Arneys Mount Road, Pemberton, NJ 08068",39.9928022,-74.6858262
324,325,South Amboy Middle/High School,Public,12-Jun,200 Governor Harold G Hoffman,South Amboy,8879,South Amboy School District,No,(n/a),No,Yes,(732) 316-7669,"200 Governor Harold G Hoffman, South Amboy, NJ 08879",40.4814528,-74.2741291
325,326,Thomas Jefferson Arts Academy,Public,12-Sep,27 Martin Luther King Jr Plaza,Elizabeth,7201,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6767,"27 Martin Luther King Jr Plaza, Elizabeth, NJ 07201",40.6627922,-74.2109136
326,327,Creative Arts Morgan Village Academy,Public,12-Jun,990 Morgan Boulevard,Camden,8104,Camden City School District,No,(n/a),No,Yes,(856) 966-6267,"990 Morgan Boulevard, Camden, NJ 08104",39.9130015,-75.1097454
327,328,Ewing High School,Public,12-Sep,900 Parkway Ave,Ewing,8618,Ewing Township School District,No,(n/a),No,Yes,(609) 538-9800,"900 Parkway Ave, Ewing, NJ 08618",40.25495,-74.7906435
328,329,Cape May County Technical High SChool,Public,12-Sep,188 Crest Haven Rd,Cape May Court House,8210,Cape May County Technical High School District,No,(n/a),No,Yes,(609) 380-0200,"188 Crest Haven Rd, Cape May Court House, NJ 08210",39.1045804,-74.79846239999999
329,330,Warren County Vocational Technical School,Public,12-Sep,1500 Route 57,Washington,7882,Warren County Technical School District,No,(n/a),No,Yes,(908) 689-0122,"1500 Route 57, Washington, NJ 07882",40.7420608,-75.02410549999999
330,331,Linden High School,Public,12-Sep,121 W St George Ave,Linden,7036,Linden Public School District,No,(n/a),No,No,(908) 486-5432,"121 W St George Ave, Linden, NJ 07036",40.6347422,-74.2650663
331,332,Hoboken High School,Public,12-Sep,Ninth & Clinton Sts,Hoboken,7030,Hoboken Public School District,No,(n/a),No,Yes,(201) 356-3701,"Ninth & Clinton Sts, Hoboken, NJ 07030",40.7606894,-73.97038529999999
332,333,Asbury Park High School,Public,12-Sep,1001 Sunset Avenue,Asbury Park,7712,Asbury Park School District,No,(n/a),No,Yes,(732) 776-2638,"1001 Sunset Avenue, Asbury Park, NJ 07712",40.2284978,-74.0131736
333,334,Woodbury Junior-Senior High School,Public,12-Jun,25 N. Broad Street,Woodbury,8096,Woodbury City Public School District,No,(n/a),No,Yes,(856) 853-0123,"25 N. Broad Street, Woodbury, NJ 08096",39.8397915,-75.1536716
334,335,Penns Grove High School,Public,12-Sep,334 Harding Highway,Carneys Point,8069,Penns Grove-Carneys Point Regional School District,No,(n/a),No,Yes,(856) 299-6300,"334 Harding Highway, Carneys Point, NJ 08069",39.7158329,-75.4580026
335,336,Sterling High School,Public,12-Sep,501 South Warwick Road,Somerdale,8083,Sterling Regional School District,No,(n/a),No,Yes,(856) 784-1333,"501 South Warwick Road, Somerdale, NJ 08083",39.8360706,-75.0258842
336,337,Clayton High School,Public,12-Sep,55 Pop Kramer Blvd,Clayton,8312,Clayton Public School District,No,(n/a),No,Yes,(856) 881-8701,"55 Pop Kramer Blvd, Clayton, NJ 08312",39.6603501,-75.0838539
337,338,David Brearley Middle/High School,Public,12-Jul,401 Monroe Avenue,Kenilworth,7033,Kenilworth School District,No,(n/a),No,Yes,(908) 931-9696,"401 Monroe Avenue, Kenilworth, NJ 07033",40.6797075,-74.29550150000001
338,339,Mercer County Technical School Culinary Arts Academy,Public,12-Sep,129 Bull Run Road,Pennington,8534,Area Vocational Technical Schools of Mercer County,No,(n/a),No,No,(609) 737-9785,"129 Bull Run Road, Pennington, NJ 08534",40.2866799,-74.76841300000001
339,340,Academy of Technology Design,Public,12-Sep,525 Montgomery Street,Jersey City,7302,Hudson County Schools of Technology School District,No,(n/a),No,Yes,(201) 631-6331,"525 Montgomery Street, Jersey City, NJ 07302",40.7216797,-74.059479
340,341,Garrett Morgan Academy,Public,12-Sep,200 Grand Street,Paterson,7501,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2540,"200 Grand Street, Paterson, NJ 07501",40.9093835,-74.1796848
341,342,Hillside High School,Public,12-Sep,1085 Liberty Ave,Hillside,7205,Hillside Public School District,No,(n/a),No,Yes,(908) 352-7664,"1085 Liberty Ave, Hillside, NJ 07205",40.6913258,-74.2360149
342,343,Salem High School,Public,12-Sep,219 Walnut St,Salem,8079,Salem City School District,No,(n/a),No,Yes,(856) 935-3900,"219 Walnut St, Salem, NJ 08079",39.5607665,-75.48364149999999
343,344,Kearny High School,Public,12-Sep,336 Devon St,Kearny,7032,Kearny,No,(n/a),No,Yes,(201) 955-5050,"336 Devon St, Kearny, NJ 07032",40.7618388,-74.1472093
344,345,North Bergen High School,Public,12-Sep,7417 Kennedy Blvd,North Bergen,7047,North Bergen School District,No,(n/a),No,Yes,(201) 295-2800,"7417 Kennedy Blvd, North Bergen, NJ 07047",40.8015384,-74.0139459
345,346,Passaic County-Manchester Regional High School,Public,12-Sep,70 Church Street,Haledon,7508,Passaic County Manchester Regional High School District,No,(n/a),No,Yes,(973) 389-2821,"70 Church Street, Haledon, NJ 07508",40.9415722,-74.1785841
346,347,International High School,Public,12-Sep,200 Grand Street,Paterson,7501,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2280,"200 Grand Street, Paterson, NJ 07501",40.9093835,-74.1796848
347,348,William L Dickinson High School,Public,12-Sep,2 Palisade Ave,Jersey City,7306,Jersey City Public Schools,No,(n/a),No,Yes,(201) 714-4400,"2 Palisade Ave, Jersey City, NJ 07306",40.729802,-74.05384099999999
348,349,Chartertech High School for the Performing Arts,"Public, Charter",12-Sep,413 New Road,Somers Point,8244,Chartertech High School for the Performing Arts,Yes,(n/a),No,Yes,(609) 926-7694,"413 New Road, Somers Point, NJ 08244",39.3273841,-74.6000558
349,350,Academy for Urban Leadership Charter School,"Public, Charter",12-Jul,612 Amboy Ave,Perth Amboy,8861,Academy for Urban Leadership Charter School,Yes,(n/a),No,Yes,(848) 203-3742,"612 Amboy Ave, Perth Amboy, NJ 08861",40.5210369,-74.2757477
350,351,Academy Charter High School,"Public, Charter",12-Sep,1725 Main Street,Lake Como,7719,Academy Charter High School,Yes,(n/a),No,Yes,(732) 681-8377,"1725 Main Street, Lake Como, NJ 07719",40.1712029,-74.0278548
351,352,Bound Brook High School,Public,12-Sep,111 West Union Avenue,Bound Brook,8805,Bound Brook School District,No,(n/a),No,Yes,(732) 652-7950,"111 West Union Avenue, Bound Brook, NJ 08805",40.5676296,-74.5363497
352,353,American History High School,Public,12-Jul,74 Montgomery St,Newark,7103,Newark Public School District,No,(n/a),No,Yes,(973) 733-7333,"74 Montgomery St, Newark, NJ 07103",40.730577,-74.18647279999999
353,354,Atlantic City High School,Public,12-Sep,1400 N Albany Avenue,Atlantic City,8401,Atlantic City School District,No,(n/a),No,Yes,(609) 343-7300,"1400 N Albany Avenue, Atlantic City, NJ 08401",39.366993,-74.477057
354,355,Freedom Prep Charter School,"Public, Charter, Alternative",K-12,1000 Atlantic AVE,Camden,8104,Freedom Prep Charter School,Yes,(n/a),No,Yes,(856) 962-0766,"1000 Atlantic AVE, Camden, NJ 08104",39.9286174,-75.1079913
355,356,New Brunswick High School,Public,12-Sep,1000 Somerset St,New Brunswick,8901,New Brunswick School District,No,(n/a),No,Yes,(732) 745-5300,"1000 Somerset St, New Brunswick, NJ 08901",40.4807916,-74.482053
356,357,School Of Earth And Space Science,Public,12-Sep,201 Memorial Drive,Paterson,7505,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2290,"201 Memorial Drive, Paterson, NJ 07505",40.9166966,-74.16812639999999
357,358,Riverside High School,Public,12-Sep,112 E Washington Street,Riverside,8075,Riverside Township School District,No,(n/a),No,Yes,(856) 461-1255,"112 E Washington Street, Riverside, NJ 08075",40.0340813,-74.9553087
358,359,Vineland Senior High School,Public,12-Sep,2880 E Chestnut Ave,Vineland,8360,Vineland Public School District,No,(n/a),No,Yes,(856) 794-6800,"2880 E Chestnut Ave, Vineland, NJ 08360",39.4775542,-74.9725718
359,360,Lakewood High School,Public,12-Sep,855 Somerset Avenue,Lakewood,8701,Lakewood Township School District,No,(n/a),No,Yes,(732) 905-3500,"855 Somerset Avenue, Lakewood, NJ 08701",40.0992708,-74.19313629999999
360,361,Keansburg High School,Public,12-Sep,140 Port Monmouth Road,Keansburg,7734,Keansburg School District,No,(n/a),No,No,(732) 787-2007,"140 Port Monmouth Road, Keansburg, NJ 07734",40.4399536,-74.12386409999999
361,362,Leap Academy University Charter School,"Public, Charter, Alternative",K-12,130 North Broadway,Camden,8102,LEAP Academy University Charter School,Yes,(n/a),No,Yes,(856) 614-0400,"130 North Broadway, Camden, NJ 08102",39.9460794,-75.1183046
362,363,East Side High School,Public,12-Sep,238 Van Buren St,Newark,7105,Newark Public School District,No,(n/a),No,Yes,(973) 465-4900,"238 Van Buren St, Newark, NJ 07105",40.7240215,-74.1587232
363,364,University Academy Charter High School,"Public, Charter",12-Sep,275 West Side Avenue,Jersey City,7305,University Academy Charter High School,Yes,(n/a),No,Yes,(201) 200-3200,"275 West Side Avenue, Jersey City, NJ 07305",40.712294,-74.0919894
364,365,Henry Snyder High School,Public,12-Sep,239 Bergen Ave,Jersey City,7305,Jersey City Public Schools,No,(n/a),No,Yes,(201) 915-6600,"239 Bergen Ave, Jersey City, NJ 07305",40.71039409999999,-74.0846276
365,366,University High School,Public,12-Jul,55 Clinton Pl,Newark,7108,Newark Public School District,No,(n/a),No,Yes,(973) 374-3190,"55 Clinton Pl, Newark, NJ 07108",40.7213685,-74.2112375
